latitude,longitude,turbidez,clorofila,data,B2,B3,B4,B5,B8,B11,NDCI,NDVI,FAI,MNDWI,B3_B2_ratio,B4_B3_ratio,B5_B4_ratio,Image_Date,Cloud_Percentage,Month,Season
-18.88812,-45.20045,10.1,,2023-02-16,508.0,978.0,583.0,647.0,187.0,32.0,0.05203252032520325,-0.5142857142857142,-298.0444444444445,0.9366336633663367,1.9251968503937007,0.5961145194274029,1.1097770154373927,2023-02-10,6.307219,2.0,1.0
-18.88812,-45.20045,278.6,,2022-08-24,307.0,370.0,132.0,106.0,58.0,55.0,-0.1092436974789916,-0.3894736842105263,-60.31111111111112,0.7411764705882353,1.205211726384365,0.3567567567567568,0.803030303030303,2022-08-19,0.001974,8.0,3.0
-18.88812,-45.20045,1.03,,2019-08-21,298.0,412.0,152.0,122.0,69.0,40.0,-0.10948905109489052,-0.3755656108597285,-63.0888888888889,0.8230088495575221,1.3825503355704698,0.36893203883495146,0.8026315789473685,2019-09-04,0.006496,9.0,4.0
-18.88812,-45.20045,2.74,,2019-05-22,230.0,332.0,113.0,71.0,35.0,31.0,-0.22826086956521738,-0.527027027027027,-63.42222222222222,0.8292011019283747,1.4434782608695653,0.34036144578313254,0.6283185840707964,2019-06-06,0.009675,6.0,3.0
-18.88812,-45.20045,2.99,,2018-08-23,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,3.43,,2021-08-25,411.0,514.0,229.0,207.0,126.0,67.0,-0.05045871559633028,-0.29014084507042254,-74.19999999999999,0.7693631669535284,1.2506082725060828,0.4455252918287938,0.9039301310043668,2021-08-14,0.007913,8.0,3.0
-18.88812,-45.20045,3.55,,2016-05-03,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,3.59,,2019-01-20,331.0,534.0,236.0,196.0,74.0,35.0,-0.09259259259259259,-0.5225806451612903,-126.26666666666665,0.8769771528998243,1.6132930513595165,0.4419475655430712,0.8305084745762712,2019-01-07,0.206862,1.0,1.0
-18.88812,-45.20045,4.13,,2021-02-02,455.0,828.0,419.0,390.0,179.0,137.0,-0.03584672435105068,-0.4013377926421405,-189.86666666666667,0.7160621761658031,1.8197802197802198,0.5060386473429952,0.9307875894988067,2021-01-21,3.366939,1.0,1.0
-18.88812,-45.20045,4.65,,2019-02-28,304.0,576.0,209.0,174.0,46.0,17.0,-0.09138381201044386,-0.6392156862745098,-128.86666666666667,0.9426644182124789,1.894736842105263,0.3628472222222222,0.8325358851674641,2019-03-08,0.245998,3.0,2.0
-18.88812,-45.20045,4.78,,2018-05-17,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,4.8,,2020-08-26,289.0,393.0,150.0,113.0,57.0,27.0,-0.14068441064638784,-0.4492753623188406,-71.13333333333333,0.8714285714285714,1.3598615916955017,0.3816793893129771,0.7533333333333333,2020-07-30,0.007784,7.0,3.0
-18.88812,-45.20045,5.49,,2016-08-25,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,5.65,,2020-05-07,325.0,458.0,201.0,142.0,60.0,22.0,-0.17201166180758018,-0.5402298850574713,-109.17777777777778,0.9083333333333333,1.4092307692307693,0.4388646288209607,0.7064676616915423,2020-05-11,0.120411,5.0,2.0
-18.88812,-45.20045,6.23,,2021-01-30,455.0,828.0,419.0,390.0,179.0,137.0,-0.03584672435105068,-0.4013377926421405,-189.86666666666667,0.7160621761658031,1.8197802197802198,0.5060386473429952,0.9307875894988067,2021-01-21,3.366939,1.0,1.0
-18.88812,-45.20045,6.34,,2020-02-19,310.0,572.0,260.0,218.0,65.0,17.0,-0.08786610878661087,-0.6,-151.8,0.9422750424448217,1.8451612903225807,0.45454545454545453,0.8384615384615385,2020-03-17,4.889838,3.0,2.0
-18.88812,-45.20045,6.91,,2016-01-08,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,7.59,,2020-02-01,443.0,677.0,302.0,264.0,118.0,61.0,-0.06713780918727916,-0.4380952380952381,-141.15555555555557,0.8346883468834688,1.528216704288939,0.4460856720827179,0.8741721854304636,2020-02-01,14.123249,2.0,1.0
-18.88812,-45.20045,8.48,,2017-02-17,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,9.3,,2018-01-22,,,,,,,,,,,,,,,,,
-18.88812,-45.20045,75.6,,2022-02-23,484.0,870.0,646.0,547.0,210.0,100.0,-0.08298407376362113,-0.5093457943925234,-338.9333333333334,0.7938144329896907,1.7975206611570247,0.7425287356321839,0.846749226006192,2022-03-07,6.375946,3.0,2.0
-18.88812,-45.20045,0.9,,2023-08-15,396.0,484.0,176.0,130.0,67.0,35.0,-0.1503267973856209,-0.448559670781893,-83.93333333333334,0.8651252408477842,1.2222222222222223,0.36363636363636365,0.7386363636363636,2023-09-13,0.001523,9.0,4.0
-18.88812,-45.20045,4.0,,2023-05-24,296.0,407.0,160.0,124.0,76.0,34.0,-0.1267605633802817,-0.3559322033898305,-61.599999999999994,0.8458049886621315,1.375,0.3931203931203931,0.775,2023-05-16,0.001135,5.0,2.0
-18.89833,-45.12083,2.73,,2022-06-01,284.0,396.0,155.0,111.0,72.0,41.0,-0.16541353383458646,-0.3656387665198238,-62.73333333333335,0.8123569794050344,1.3943661971830985,0.39141414141414144,0.7161290322580646,2022-06-20,0.002532,6.0,3.0
-18.89833,-45.12083,26.5,,2022-11-01,478.0,652.0,374.0,342.0,168.0,88.0,-0.0446927374301676,-0.3800738007380074,-155.15555555555557,0.7621621621621621,1.3640167364016735,0.5736196319018405,0.9144385026737968,2022-10-28,2.195227,10.0,4.0
-18.89833,-45.12083,38.7,,2023-02-16,552.0,1036.0,1018.0,897.0,208.0,46.0,-0.06318537859007833,-0.6606851549755302,-637.2,0.9149722735674677,1.8768115942028984,0.9826254826254827,0.881139489194499,2023-02-10,6.307219,2.0,1.0
-18.89833,-45.12083,279.4,,2022-08-24,277.0,359.0,111.0,77.0,31.0,40.0,-0.18085106382978725,-0.5633802816901409,-67.37777777777778,0.7994987468671679,1.296028880866426,0.30919220055710306,0.6936936936936937,2022-08-19,0.001974,8.0,3.0
-18.89833,-45.12083,0.89,,2019-08-21,275.0,402.0,140.0,99.0,50.0,32.0,-0.17154811715481172,-0.47368421052631576,-70.8,0.8525345622119815,1.461818181818182,0.3482587064676617,0.7071428571428572,2019-09-04,0.006496,9.0,4.0
-18.89833,-45.12083,3.21,,2018-08-23,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,3.35,,2016-05-03,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,3.56,,2019-01-20,328.0,589.0,307.0,254.0,73.0,37.0,-0.0944741532976827,-0.6157894736842106,-186.0,0.8817891373801917,1.795731707317073,0.5212224108658744,0.8273615635179153,2019-01-07,0.206862,1.0,1.0
-18.89833,-45.12083,3.92,,2018-05-17,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,5.53,,2019-02-28,326.0,631.0,260.0,222.0,39.0,20.0,-0.07883817427385892,-0.7391304347826086,-178.33333333333334,0.9385560675883257,1.9355828220858895,0.4120443740095087,0.8538461538461538,2019-03-08,0.245998,3.0,2.0
-18.89833,-45.12083,6.22,,2021-08-25,371.0,480.0,208.0,186.0,106.0,69.0,-0.05583756345177665,-0.3248407643312102,-77.28888888888889,0.7486338797814208,1.2938005390835579,0.43333333333333335,0.8942307692307693,2021-08-14,0.007913,8.0,3.0
-18.89833,-45.12083,6.3,,2020-08-26,265.0,328.0,113.0,104.0,59.0,35.0,-0.041474654377880185,-0.313953488372093,-40.133333333333326,0.8071625344352618,1.2377358490566037,0.3445121951219512,0.9203539823008849,2020-07-30,0.007784,7.0,3.0
-18.89833,-45.12083,6.38,,2019-05-22,224.0,403.0,139.0,89.0,34.0,15.0,-0.21929824561403508,-0.6069364161849711,-82.95555555555555,0.9282296650717703,1.7991071428571428,0.34491315136476425,0.6402877697841727,2019-06-06,0.009675,6.0,3.0
-18.89833,-45.12083,6.6,,2020-05-07,260.0,401.0,155.0,101.0,42.0,17.0,-0.2109375,-0.5736040609137056,-88.46666666666667,0.9186602870813397,1.5423076923076924,0.3865336658354115,0.6516129032258065,2020-05-11,0.120411,5.0,2.0
-18.89833,-45.12083,7.01,,2021-01-30,507.0,786.0,481.0,425.0,198.0,154.0,-0.06181015452538632,-0.4167893961708395,-224.86666666666667,0.6723404255319149,1.5502958579881656,0.6119592875318066,0.8835758835758836,2021-01-21,3.366939,1.0,1.0
-18.89833,-45.12083,8.31,,2016-08-25,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,10.5,,2020-02-19,400.0,744.0,634.0,526.0,106.0,27.0,-0.09310344827586207,-0.7135135135135136,-420.08888888888885,0.9299610894941635,1.86,0.8521505376344086,0.8296529968454258,2020-03-17,4.889838,3.0,2.0
-18.89833,-45.12083,10.7,,2021-02-02,507.0,786.0,481.0,425.0,198.0,154.0,-0.06181015452538632,-0.4167893961708395,-224.86666666666667,0.6723404255319149,1.5502958579881656,0.6119592875318066,0.8835758835758836,2021-01-21,3.366939,1.0,1.0
-18.89833,-45.12083,22.4,,2022-02-23,512.0,898.0,794.0,670.0,224.0,97.0,-0.08469945355191257,-0.5599214145383105,-446.08888888888885,0.8050251256281407,1.75390625,0.8841870824053452,0.8438287153652393,2022-03-07,6.375946,3.0,2.0
-18.89833,-45.12083,27.1,,2016-01-09,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,29.6,,2017-02-17,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,49.6,,2020-02-01,547.0,945.0,518.0,444.0,150.0,70.0,-0.07692307692307693,-0.5508982035928144,-288.35555555555555,0.8620689655172413,1.7276051188299817,0.5481481481481482,0.8571428571428571,2020-02-01,14.123249,2.0,1.0
-18.89833,-45.12083,51.7,,2018-01-22,,,,,,,,,,,,,,,,,
-18.89833,-45.12083,2.1,,2023-08-15,378.0,484.0,256.0,226.0,130.0,114.0,-0.06224066390041494,-0.32642487046632124,-100.75555555555556,0.6187290969899666,1.2804232804232805,0.5289256198347108,0.8828125,2023-09-13,0.001523,9.0,4.0
-18.89833,-45.12083,3.8,,2023-05-24,319.0,428.0,165.0,151.0,69.0,24.0,-0.04430379746835443,-0.41025641025641024,-70.93333333333334,0.8938053097345132,1.341692789968652,0.3855140186915888,0.9151515151515152,2023-05-16,0.001135,5.0,2.0
-18.8325,-45.13306,2.81,,2022-11-01,642.0,797.0,436.0,417.0,400.0,293.0,-0.022274325908558032,-0.0430622009569378,-10.577777777777783,0.46238532110091746,1.2414330218068537,0.5470514429109159,0.9564220183486238,2022-10-28,2.195227,10.0,4.0
-18.8325,-45.13306,2.9,,2022-06-01,322.0,372.0,156.0,127.0,88.0,41.0,-0.10247349823321555,-0.2786885245901639,-47.55555555555554,0.801452784503632,1.15527950310559,0.41935483870967744,0.8141025641025641,2022-06-20,0.002532,6.0,3.0
-18.8325,-45.13306,4.0,,2023-02-16,354.0,592.0,257.0,251.0,109.0,33.0,-0.011811023622047244,-0.40437158469945356,-108.17777777777778,0.8944,1.6723163841807909,0.4341216216216216,0.9766536964980544,2023-02-10,6.307219,2.0,1.0
-18.8325,-45.13306,248.6,,2022-08-24,241.0,321.0,119.0,103.0,71.0,48.0,-0.07207207207207207,-0.25263157894736843,-35.37777777777778,0.7398373983739838,1.3319502074688796,0.3707165109034268,0.865546218487395,2022-08-19,0.001974,8.0,3.0
-18.8325,-45.13306,1.6,,2019-08-21,328.0,467.0,184.0,147.0,83.0,50.0,-0.11178247734138973,-0.3782771535580524,-77.17777777777778,0.8065764023210832,1.423780487804878,0.39400428265524623,0.7989130434782609,2019-09-04,0.006496,9.0,4.0
-18.8325,-45.13306,2.75,,2016-08-25,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,2.77,,2021-05-19,210.0,284.0,101.0,83.0,49.0,26.0,-0.09782608695652174,-0.3466666666666667,-38.66666666666667,0.832258064516129,1.3523809523809525,0.35563380281690143,0.8217821782178217,2021-06-10,0.196616,6.0,3.0
-18.8325,-45.13306,2.78,,2020-08-26,228.0,310.0,109.0,96.0,59.0,36.0,-0.06341463414634146,-0.2976190476190476,-37.022222222222226,0.791907514450867,1.3596491228070176,0.35161290322580646,0.8807339449541285,2020-07-30,0.007784,7.0,3.0
-18.8325,-45.13306,3.04,,2021-01-30,472.0,821.0,403.0,351.0,194.0,142.0,-0.06896551724137931,-0.3500837520938023,-162.60000000000002,0.7050882658359294,1.7394067796610169,0.49086479902557856,0.8709677419354839,2021-01-21,3.366939,1.0,1.0
-18.8325,-45.13306,3.06,,2018-01-22,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,3.2,,2021-08-25,380.0,489.0,232.0,203.0,151.0,81.0,-0.06666666666666667,-0.21148825065274152,-54.155555555555566,0.7157894736842105,1.2868421052631578,0.47443762781186094,0.875,2021-08-14,0.007913,8.0,3.0
-18.8325,-45.13306,3.23,,2019-01-20,344.0,494.0,219.0,186.0,116.0,77.0,-0.08148148148148149,-0.3074626865671642,-77.75555555555556,0.7302977232924693,1.436046511627907,0.4433198380566802,0.8493150684931506,2019-01-07,0.206862,1.0,1.0
-18.8325,-45.13306,3.53,,2020-02-19,418.0,803.0,409.0,315.0,77.0,15.0,-0.1298342541436464,-0.6831275720164609,-261.9555555555555,0.9633251833740831,1.9210526315789473,0.5093399750933998,0.7701711491442543,2020-03-17,4.889838,3.0,2.0
-18.8325,-45.13306,4.21,,2018-08-22,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,4.46,,2019-02-28,252.0,425.0,164.0,124.0,46.0,36.0,-0.1388888888888889,-0.5619047619047619,-95.24444444444444,0.8438177874186551,1.6865079365079365,0.38588235294117645,0.7560975609756098,2019-03-08,0.245998,3.0,2.0
-18.8325,-45.13306,4.47,,2019-05-22,154.0,207.0,122.0,88.0,45.0,25.0,-0.1619047619047619,-0.46107784431137727,-59.75555555555556,0.7844827586206896,1.344155844155844,0.5893719806763285,0.7213114754098361,2019-06-06,0.009675,6.0,3.0
-18.8325,-45.13306,5.11,,2020-02-01,445.0,622.0,260.0,208.0,102.0,49.0,-0.1111111111111111,-0.43646408839779005,-120.48888888888888,0.8539493293591655,1.397752808988764,0.4180064308681672,0.8,2020-02-01,14.123249,2.0,1.0
-18.8325,-45.13306,6.73,,2020-05-07,423.0,621.0,423.0,318.0,69.0,19.0,-0.1417004048582996,-0.7195121951219512,-282.1777777777778,0.940625,1.4680851063829787,0.6811594202898551,0.75177304964539,2020-05-11,0.120411,5.0,2.0
-18.8325,-45.13306,7.19,,2016-05-03,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,7.43,,2016-01-09,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,8.89,,2018-05-17,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,9.64,,2017-02-17,,,,,,,,,,,,,,,,,
-18.8325,-45.13306,14.1,,2021-02-02,472.0,821.0,403.0,351.0,194.0,142.0,-0.06896551724137931,-0.3500837520938023,-162.60000000000002,0.7050882658359294,1.7394067796610169,0.49086479902557856,0.8709677419354839,2021-01-21,3.366939,1.0,1.0
-18.8325,-45.13306,64.1,,2022-02-23,517.0,899.0,524.0,390.0,133.0,30.0,-0.14660831509846828,-0.5951293759512938,-303.1777777777778,0.9354144241119483,1.7388781431334623,0.5828698553948832,0.7442748091603053,2022-03-07,6.375946,3.0,2.0
-18.8325,-45.13306,1.1,,2023-08-15,369.0,452.0,191.0,150.0,81.0,58.0,-0.12023460410557185,-0.40441176470588236,-86.35555555555555,0.7725490196078432,1.2249322493224932,0.4225663716814159,0.7853403141361257,2023-09-13,0.001523,9.0,4.0
-18.8325,-45.13306,1.6,,2023-05-24,255.0,308.0,141.0,117.0,68.0,27.0,-0.09302325581395349,-0.3492822966507177,-52.733333333333334,0.8388059701492537,1.2078431372549019,0.4577922077922078,0.8297872340425532,2023-05-16,0.001135,5.0,2.0
-18.57222,-45.26083,2.1,,2023-02-15,357.0,568.0,221.0,185.0,90.0,31.0,-0.08866995073891626,-0.4212218649517685,-97.22222222222223,0.8964941569282137,1.5910364145658262,0.3890845070422535,0.8371040723981901,2023-02-10,6.307219,2.0,1.0
-18.57222,-45.26083,2.86,,2022-06-02,316.0,374.0,166.0,133.0,109.0,44.0,-0.11036789297658862,-0.20727272727272728,-35.3111111111111,0.7894736842105263,1.1835443037974684,0.44385026737967914,0.8012048192771084,2022-06-20,0.002532,6.0,3.0
-18.57222,-45.26083,3.27,,2022-11-30,490.0,556.0,280.0,252.0,202.0,141.0,-0.05263157894736842,-0.16182572614107885,-53.28888888888889,0.5954088952654233,1.1346938775510205,0.5035971223021583,0.9,2022-11-07,15.665014,11.0,4.0
-18.57222,-45.26083,260.0,,2022-08-25,223.0,233.0,97.0,92.0,72.0,56.0,-0.026455026455026454,-0.14792899408284024,-17.71111111111111,0.6124567474048442,1.0448430493273542,0.41630901287553645,0.9484536082474226,2022-08-19,0.001974,8.0,3.0
-18.57222,-45.26083,1.61,,2019-08-22,332.0,476.0,177.0,136.0,78.0,42.0,-0.13099041533546327,-0.38823529411764707,-75.0,0.8378378378378378,1.4337349397590362,0.37184873949579833,0.768361581920904,2019-09-04,0.006496,9.0,4.0
-18.57222,-45.26083,1.82,,2021-08-26,456.0,604.0,259.0,226.0,160.0,100.0,-0.06804123711340206,-0.23627684964200477,-70.73333333333335,0.7159090909090909,1.3245614035087718,0.4288079470198676,0.8725868725868726,2021-08-14,0.007913,8.0,3.0
-18.57222,-45.26083,2.57,,2020-08-27,209.0,272.0,103.0,95.0,54.0,40.0,-0.04040404040404041,-0.31210191082802546,-37.8,0.7435897435897436,1.3014354066985645,0.3786764705882353,0.9223300970873787,2020-07-30,0.007784,7.0,3.0
-18.57222,-45.26083,3.05,,2021-01-30,471.0,793.0,366.0,315.0,212.0,193.0,-0.07488986784140969,-0.2664359861591695,-123.24444444444447,0.6085192697768763,1.683651804670913,0.46153846153846156,0.860655737704918,2021-01-21,3.366939,1.0,1.0
-18.57222,-45.26083,3.08,,2020-02-20,237.0,390.0,147.0,119.0,51.0,16.0,-0.10526315789473684,-0.48484848484848486,-72.71111111111111,0.9211822660098522,1.6455696202531647,0.3769230769230769,0.8095238095238095,2020-03-17,4.889838,3.0,2.0
-18.57222,-45.26083,3.1,,2019-05-22,217.0,309.0,127.0,83.0,47.0,14.0,-0.20952380952380953,-0.45977011494252873,-59.91111111111111,0.913312693498452,1.423963133640553,0.4110032362459547,0.6535433070866141,2019-06-06,0.009675,6.0,3.0
-18.57222,-45.26083,3.41,,2018-08-22,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,3.5,,2018-05-16,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,3.54,,2021-05-20,231.0,354.0,125.0,117.0,42.0,47.0,-0.03305785123966942,-0.49700598802395207,-69.13333333333333,0.7655860349127181,1.5324675324675325,0.3531073446327684,0.936,2021-06-10,0.196616,6.0,3.0
-18.57222,-45.26083,3.71,,2017-02-16,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,4.02,,2019-02-27,279.0,445.0,142.0,114.0,57.0,30.0,-0.109375,-0.4271356783919598,-65.08888888888889,0.8736842105263158,1.5949820788530467,0.31910112359550563,0.8028169014084507,2019-03-08,0.245998,3.0,2.0
-18.57222,-45.26083,4.03,,2016-05-04,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,4.39,,2018-01-21,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,5.1,,2020-05-06,354.0,518.0,201.0,140.0,65.0,16.0,-0.17888563049853373,-0.5112781954887218,-103.11111111111111,0.9400749063670412,1.463276836158192,0.38803088803088803,0.6965174129353234,2020-05-11,0.120411,5.0,2.0
-18.57222,-45.26083,5.79,,2021-02-03,471.0,793.0,366.0,315.0,212.0,193.0,-0.07488986784140969,-0.2664359861591695,-123.24444444444447,0.6085192697768763,1.683651804670913,0.46153846153846156,0.860655737704918,2021-01-21,3.366939,1.0,1.0
-18.57222,-45.26083,6.07,,2020-02-03,332.0,472.0,164.0,153.0,80.0,35.0,-0.03470031545741325,-0.3442622950819672,-61.06666666666666,0.8619329388560157,1.4216867469879517,0.3474576271186441,0.9329268292682927,2020-02-01,14.123249,2.0,1.0
-18.57222,-45.26083,6.2,,2016-08-24,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,7.69,,2016-01-08,,,,,,,,,,,,,,,,,
-18.57222,-45.26083,9.08,,2019-01-21,286.0,419.0,150.0,135.0,87.0,55.0,-0.05263157894736842,-0.26582278481012656,-46.111111111111114,0.7679324894514767,1.465034965034965,0.35799522673031026,0.9,2019-01-07,0.206862,1.0,1.0
-18.57222,-45.26083,12.4,,2022-02-24,389.0,529.0,286.0,242.0,149.0,102.0,-0.08333333333333333,-0.31494252873563217,-104.28888888888889,0.6767036450079239,1.3598971722365039,0.5406427221172023,0.8461538461538461,2022-03-02,3.571253,3.0,2.0
-18.57222,-45.26083,0.7,,2023-08-15,331.0,404.0,161.0,127.0,77.0,44.0,-0.11805555555555555,-0.35294117647058826,-63.19999999999999,0.8035714285714286,1.2205438066465257,0.39851485148514854,0.7888198757763976,2023-09-13,0.001523,9.0,4.0
-18.57222,-45.26083,1.4,,2023-05-24,284.0,346.0,140.0,113.0,70.0,31.0,-0.1067193675889328,-0.3333333333333333,-50.62222222222222,0.8355437665782494,1.2183098591549295,0.4046242774566474,0.8071428571428572,2023-05-16,0.001135,5.0,2.0
-18.48928,-45.42733,1.0,,2023-02-15,362.0,478.0,167.0,149.0,91.0,31.0,-0.056962025316455694,-0.29457364341085274,-51.82222222222222,0.8781925343811395,1.3204419889502763,0.3493723849372385,0.8922155688622755,2023-02-10,6.307219,2.0,1.0
-18.48928,-45.42733,2.87,,2022-11-30,656.0,737.0,446.0,412.0,338.0,250.0,-0.039627039627039624,-0.1377551020408163,-73.15555555555557,0.49341438703140833,1.1234756097560976,0.6051560379918589,0.9237668161434978,2022-11-07,15.665014,11.0,4.0
-18.48928,-45.42733,5.25,,2022-06-02,407.0,534.0,255.0,191.0,110.0,39.0,-0.14349775784753363,-0.3972602739726027,-106.6,0.8638743455497382,1.3120393120393121,0.47752808988764045,0.7490196078431373,2022-06-20,0.002532,6.0,3.0
-18.48928,-45.42733,259.6,,2022-08-25,292.0,339.0,142.0,121.0,93.0,48.0,-0.07984790874524715,-0.20851063829787234,-32.28888888888889,0.751937984496124,1.1609589041095891,0.41887905604719766,0.852112676056338,2022-08-19,0.001974,8.0,3.0
-18.48928,-45.42733,0.53,,2019-08-22,331.0,333.0,138.0,117.0,75.0,34.0,-0.08235294117647059,-0.29577464788732394,-44.51111111111112,0.8147138964577657,1.0060422960725075,0.4144144144144144,0.8478260869565217,2019-09-04,0.006496,9.0,4.0
-18.48928,-45.42733,0.89,,2021-08-26,377.0,387.0,184.0,165.0,116.0,51.0,-0.054441260744985676,-0.22666666666666666,-44.355555555555554,0.7671232876712328,1.026525198938992,0.4754521963824289,0.8967391304347826,2021-08-14,0.007913,8.0,3.0
-18.48928,-45.42733,1.3,,2020-02-20,281.0,405.0,148.0,109.0,63.0,19.0,-0.1517509727626459,-0.4028436018957346,-62.06666666666666,0.910377358490566,1.4412811387900355,0.3654320987654321,0.7364864864864865,2020-03-17,4.889838,3.0,2.0
-18.48928,-45.42733,2.1,,2019-02-27,283.0,338.0,123.0,103.0,60.0,24.0,-0.08849557522123894,-0.3442622950819672,-45.400000000000006,0.8674033149171271,1.1943462897526502,0.363905325443787,0.8373983739837398,2019-03-08,0.245998,3.0,2.0
-18.48928,-45.42733,2.28,,2021-02-03,356.0,543.0,174.0,131.0,71.0,27.0,-0.14098360655737704,-0.4204081632653061,-76.86666666666667,0.9052631578947369,1.5252808988764044,0.32044198895027626,0.7528735632183908,2021-01-21,3.366939,1.0,1.0
-18.48928,-45.42733,2.95,,2018-08-22,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,3.19,,2018-01-21,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,3.4,,2016-08-25,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,3.53,,2020-02-03,467.0,626.0,233.0,196.0,109.0,43.0,-0.08624708624708624,-0.36257309941520466,-90.22222222222223,0.8714499252615845,1.3404710920770877,0.3722044728434505,0.8412017167381974,2020-02-01,14.123249,2.0,1.0
-18.48928,-45.42733,3.78,,2020-05-06,590.0,1005.0,533.0,350.0,87.0,13.0,-0.2072480181200453,-0.7193548387096774,-353.55555555555554,0.9744597249508841,1.7033898305084745,0.5303482587064676,0.6566604127579737,2020-05-11,0.120411,5.0,2.0
-18.48928,-45.42733,3.92,,2021-01-30,356.0,543.0,174.0,131.0,71.0,27.0,-0.14098360655737704,-0.4204081632653061,-76.86666666666667,0.9052631578947369,1.5252808988764044,0.32044198895027626,0.7528735632183908,2021-01-21,3.366939,1.0,1.0
-18.48928,-45.42733,3.93,,2016-01-09,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,3.99,,2022-02-24,372.0,440.0,204.0,186.0,138.0,56.0,-0.046153846153846156,-0.19298245614035087,-39.6888888888889,0.7741935483870968,1.1827956989247312,0.4636363636363636,0.9117647058823529,2022-03-02,3.571253,3.0,2.0
-18.48928,-45.42733,5.18,,2017-02-16,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,5.21,,2020-08-27,220.0,235.0,87.0,82.0,63.0,31.0,-0.029585798816568046,-0.16,-14.044444444444451,0.7669172932330827,1.0681818181818181,0.3702127659574468,0.9425287356321839,2020-07-30,0.007784,7.0,3.0
-18.48928,-45.42733,5.54,,2018-02-28,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,6.86,,2019-05-21,670.0,1084.0,628.0,425.0,115.0,18.0,-0.19278252611585944,-0.6904441453566622,-404.55555555555554,0.9673321234119783,1.617910447761194,0.5793357933579336,0.6767515923566879,2019-06-06,0.009675,6.0,3.0
-18.48928,-45.42733,7.81,,2019-01-21,411.0,536.0,211.0,181.0,128.0,77.0,-0.07653061224489796,-0.2448377581120944,-59.17777777777778,0.7487765089722676,1.3041362530413625,0.39365671641791045,0.8578199052132701,2019-01-07,0.206862,1.0,1.0
-18.48928,-45.42733,8.29,,2016-05-04,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,9.18,,2018-05-16,,,,,,,,,,,,,,,,,
-18.48928,-45.42733,0.0,,2023-08-18,381.0,396.0,162.0,139.0,89.0,42.0,-0.07641196013289037,-0.2908366533864542,-51.66666666666666,0.8082191780821918,1.0393700787401574,0.4090909090909091,0.8580246913580247,2023-09-13,0.001523,9.0,4.0
-18.48928,-45.42733,6.1,,2023-05-23,367.0,467.0,159.0,136.0,75.0,23.0,-0.07796610169491526,-0.358974358974359,-59.82222222222222,0.9061224489795918,1.2724795640326976,0.3404710920770878,0.8553459119496856,2023-05-16,0.001135,5.0,2.0
-18.21276,-45.29314,0.3,,2023-02-15,370.0,462.0,167.0,132.0,91.0,35.0,-0.11705685618729098,-0.29457364341085274,-52.53333333333333,0.8591549295774648,1.2486486486486486,0.36147186147186144,0.7904191616766467,2023-02-10,6.307219,2.0,1.0
-18.21276,-45.29314,2.32,,2022-11-01,488.0,585.0,245.0,236.0,187.0,148.0,-0.018711018711018712,-0.13425925925925927,-40.75555555555556,0.5961800818553888,1.1987704918032787,0.4188034188034188,0.963265306122449,2022-10-28,2.195227,10.0,4.0
-18.21276,-45.29314,8.51,,2022-06-02,509.0,726.0,336.0,243.0,108.0,43.0,-0.16062176165803108,-0.5135135135135135,-175.9111111111111,0.8881664499349805,1.4263261296660117,0.4628099173553719,0.7232142857142857,2022-06-20,0.002532,6.0,3.0
-18.21276,-45.29314,221.9,,2022-08-25,280.0,310.0,114.0,101.0,79.0,58.0,-0.06046511627906977,-0.18134715025906736,-25.04444444444445,0.6847826086956522,1.1071428571428572,0.36774193548387096,0.8859649122807017,2022-08-19,0.001974,8.0,3.0
